employee_id,name,age,gender,marital_status,ethnicity,country,job_role_id,department_id,hire_date,salary
2522,Allison Shelton,27,Female,Married,Asian,Brazil,50,8,2020-06-06,129705.18
2523,Tonya Prince,57,Female,Widowed,Native American,Spain,4,1,2018-12-27,77349.63
2524,Jessica Mcdaniel,41,Female,Separated,Asian,South Korea,19,4,2016-01-07,63729.41
2525,Karl Moore,23,Male,Prefer not to say,Mixed,Singapore,10,2,2016-11-05,88436.03
2526,Robert Mathews,54,Male,Divorced,Native American,Singapore,28,5,2024-03-06,79653.76
2527,Penny Johnson,43,Female,Divorced,Black,United Kingdom,7,2,2024-08-24,78401.89
2528,Shelby Brown,52,Female,Separated,Black,Singapore,18,3,2024-11-21,82137.01
2529,Mike Barrett,37,Male,Widowed,Other,United Kingdom,19,4,2022-04-23,111130.87
2530,Michael Shepard,38,Male,Married,White,Canada,43,7,2017-02-06,47382.23
2531,Kyle Wong,59,Male,Single,Native American,Japan,2,1,2015-09-26,79472.64
2532,Richard Robinson,52,Male,Prefer not to say,Other,United States,1,1,2020-07-03,51472.38
2533,Kayla Phelps,39,Female,Widowed,Hispanic,Italy,14,3,2023-05-18,81110.25
2534,Mary Wiggins,29,Female,Prefer not to say,Hispanic,Germany,34,6,2016-05-26,51626.27
2535,Benjamin Marquez,28,Male,Separated,Hispanic,Brazil,46,8,2022-08-08,61652.66
2536,Caitlin Russell,29,Female,Divorced,Mixed,France,6,2,2017-03-30,64098.2
2537,Kyle Conley,26,Male,Other,Other,Canada,23,4,2017-10-16,89516.33
2538,Steven Hughes,31,Male,Widowed,Asian,Germany,21,4,2021-04-26,88369.09
2539,Shannon Herrera,53,Female,Other,Other,United Kingdom,41,7,2024-12-24,45085.65
2540,Natalie Franklin,48,Female,Single,Mixed,South Korea,3,1,2017-08-22,71098.68
2541,Pamela Murphy,56,Female,Other,Other,Singapore,13,3,2021-03-18,55808.4
2542,Ricky Gilmore,21,Male,Married,Black,Spain,41,7,2016-09-19,44829.9
2543,Taylor Berry,33,Female,Divorced,Hispanic,India,15,3,2015-09-20,65659.66
2544,Nancy Ortiz,52,Female,Divorced,Black,Canada,12,2,2022-03-04,63830.34
2545,Frank Atkins,34,Male,Single,Hispanic,United Kingdom,34,6,2018-12-19,118534.33
2546,Melissa Smith,60,Female,Married,Mixed,India,36,6,2022-08-17,78659.2
2547,John Wells,37,Male,Widowed,Hispanic,France,27,5,2016-02-14,42447.65
2548,Nicholas Wade,43,Male,Separated,Native American,France,41,7,2025-04-17,58704.52
2549,Russell Mata,35,Male,Divorced,Mixed,Brazil,20,4,2017-06-02,90427.67
2550,Jessica Johnson,46,Female,Widowed,Asian,Japan,51,8,2023-05-17,111768.86
2551,Carmen Fisher,27,Female,Married,White,Singapore,19,4,2024-12-18,38280.33
2552,Marilyn Frazier,49,Female,Divorced,Black,France,27,5,2021-12-02,32401.51
2553,Kristen Chambers,32,Female,Separated,Asian,France,8,2,2018-04-27,107419.3
2554,Michael Chapman,46,Male,Other,Black,South Korea,23,4,2019-05-12,77792.28
2555,Andrea Mendoza,59,Female,Separated,Mixed,Canada,32,5,2017-02-12,52634.15
2556,Casey Miller,38,Male,Widowed,Black,Singapore,19,4,2021-05-12,80692.58
2557,Kim Cross,56,Female,Prefer not to say,Asian,Germany,4,1,2015-12-01,30000.0
2558,Tammy Gomez,46,Female,Prefer not to say,Hispanic,Nigeria,27,5,2024-10-12,70067.51
2559,Sarah Conley,24,Female,Divorced,Hispanic,Italy,17,3,2017-10-05,76556.42
2560,Zachary Lee,23,Male,Divorced,Hispanic,Nigeria,22,4,2019-09-03,88485.4
2561,Johnny Ray,31,Male,Widowed,Black,South Korea,37,6,2025-05-12,49722.08
2562,Philip Santos,60,Male,Divorced,Black,Spain,40,7,2019-03-26,71713.74
2563,Charles Parker,22,Male,Prefer not to say,Hispanic,United Kingdom,47,8,2018-10-17,51491.51
2564,Rhonda Ross,56,Female,Single,Mixed,United States,23,4,2024-11-21,75107.68
2565,Richard Travis,55,Male,Married,Black,New Zealand,24,4,2021-06-06,52093.07
2566,Lisa Alvarado,35,Female,Divorced,Other,India,46,8,2021-04-10,61837.98
2567,Krista Hatfield,47,Female,Married,Native American,Italy,22,4,2022-12-06,50083.69
2568,Henry Evans,23,Male,Prefer not to say,White,South Korea,1,1,2017-05-21,83022.72
2569,Jeffrey Garrett,46,Male,Prefer not to say,Hispanic,United States,33,6,2019-01-15,87169.02
2570,Joshua Kane,40,Male,Single,Black,France,19,4,2020-02-24,65307.59
2571,James Flores,38,Male,Other,White,New Zealand,3,1,2021-04-04,70764.76
2572,Monica Blankenship,46,Female,Married,Other,Italy,42,7,2017-05-05,41028.17
2573,Amber Miller,25,Female,Single,Native American,Italy,6,2,2023-05-03,64006.47
2574,Peggy Roberts,21,Female,Other,Other,Japan,2,1,2020-03-23,68995.91
2575,Jorge Nixon,58,Male,Prefer not to say,Hispanic,Canada,7,2,2015-12-08,122415.86
2576,Erin Hughes,41,Female,Separated,Native American,Italy,51,8,2019-11-27,47760.66
2577,Micheal Young,38,Male,Separated,Black,United Kingdom,20,4,2016-02-24,99283.54
2578,Brittany Chandler,57,Female,Separated,Hispanic,Germany,42,7,2023-04-19,89937.18
2579,Julia Wood,35,Female,Separated,Native American,Germany,6,2,2018-06-17,75612.73
2580,Teresa Martinez,55,Female,Widowed,Black,Nigeria,19,4,2025-02-27,105172.41
2581,Cristian Warner,46,Male,Divorced,Other,Japan,32,5,2023-05-12,77442.11
2582,Samuel Gibson,35,Male,Widowed,White,Nigeria,29,5,2023-05-18,77783.18
2583,Jerome Hebert,44,Male,Separated,Native American,United Kingdom,29,5,2018-06-16,68937.59
2584,Kathryn Freeman,30,Female,Prefer not to say,Mixed,United Kingdom,22,4,2020-02-01,94471.38
2585,Jesse Hanson,31,Male,Married,Other,Brazil,36,6,2019-12-19,91929.38
2586,Richard Pierce,30,Male,Separated,Native American,New Zealand,6,2,2020-07-10,57486.45
2587,Andrea Gomez,57,Female,Prefer not to say,Black,United States,34,6,2020-09-29,43615.06
2588,Julie Kennedy,47,Female,Divorced,Mixed,Australia,17,3,2023-01-25,65940.39
2589,Brian Miles,41,Male,Other,Native American,Spain,3,1,2018-11-30,53999.23
2590,Tammy Hays,38,Female,Other,Black,South Korea,1,1,2019-05-20,68729.51
2591,Samantha Hall,52,Female,Divorced,Mixed,Canada,35,6,2019-07-16,94748.76
2592,Sarah Robinson,51,Female,Widowed,Native American,New Zealand,30,5,2023-01-29,60853.97
2593,Charles Gould,48,Male,Other,White,Nigeria,7,2,2020-06-05,69143.53
2594,Michael Murphy,21,Male,Married,Native American,Italy,49,8,2023-09-15,71160.45
2595,Brian Lynch,33,Male,Separated,Other,United Kingdom,11,2,2018-05-09,86968.62
2596,Robert Fuller,52,Male,Married,Mixed,South Korea,28,5,2017-07-24,30000.0
2597,Nicole Alvarez,56,Female,Separated,Hispanic,United States,9,2,2022-12-31,57865.99
2598,Ashley Underwood,48,Female,Divorced,Mixed,Singapore,8,2,2025-07-04,74225.67
2599,Brenda Mccall,41,Female,Widowed,Asian,Spain,34,6,2025-05-22,94001.58
2600,Michael Jones,39,Male,Widowed,Mixed,Canada,10,2,2021-07-26,60161.95
2601,Mary Warren,59,Female,Divorced,Hispanic,Brazil,34,6,2021-12-29,32468.95
2602,Kyle Murphy,29,Male,Married,Native American,Italy,22,4,2023-09-06,82394.23
2603,Rachel Scott,41,Female,Separated,Black,India,1,1,2017-06-21,57292.75
2604,Stephanie Huff,21,Female,Divorced,Mixed,Canada,5,1,2024-10-23,46206.67
2605,Matthew Newman,27,Male,Widowed,Hispanic,Australia,45,7,2023-06-30,57513.09
2606,Shawn Sloan,60,Male,Separated,Native American,India,4,1,2018-12-07,66309.49
2607,Mark Elliott,56,Male,Married,Asian,France,23,4,2024-09-30,57905.11
2608,Michael Koch,38,Male,Divorced,Other,Singapore,13,3,2020-08-06,30000.0
2609,Julia Lucero,40,Female,Divorced,Native American,South Korea,38,6,2017-11-21,87941.32
2610,Rebecca Graham,56,Female,Widowed,Mixed,France,17,3,2025-01-07,95497.5
2611,Scott Perry,58,Male,Married,White,Italy,5,1,2021-06-15,83030.44
2612,Nathaniel Brown,32,Male,Divorced,Native American,United Kingdom,18,3,2023-06-16,47246.29
2613,Jerry Lewis,58,Male,Other,Other,Nigeria,34,6,2022-08-07,65970.17
2614,Lori Gonzalez,58,Female,Widowed,Asian,South Korea,37,6,2020-04-11,69869.57
2615,Amanda Brown,31,Female,Single,Other,Canada,14,3,2021-08-11,81975.89
2616,John Mora,60,Male,Married,Black,India,6,2,2023-10-18,83366.81
2617,Hannah Boyd,41,Female,Single,White,India,1,1,2018-10-02,55316.52
2618,Christina Maldonado,51,Female,Divorced,Asian,Japan,28,5,2019-12-06,71639.91
2619,Robert Collins,56,Male,Separated,Hispanic,South Korea,16,3,2017-10-07,79145.61
2620,Gabrielle Flynn,51,Female,Divorced,Asian,New Zealand,46,8,2024-12-29,99116.45
2621,Janet Price,26,Female,Widowed,Other,Canada,34,6,2016-04-29,84090.13
2622,Edwin Anderson,38,Male,Other,Black,New Zealand,41,7,2023-09-18,85781.13
2623,Madison Ballard,49,Female,Separated,Mixed,South Korea,36,6,2024-08-26,71676.53
2624,Emily Wise,28,Female,Widowed,Hispanic,France,44,7,2020-02-20,98209.18
2625,Karen David,22,Female,Prefer not to say,Asian,New Zealand,12,2,2025-01-15,78195.26
2626,Abigail Taylor,43,Female,Other,Hispanic,Canada,50,8,2016-04-28,52778.24
2627,David Carter,44,Male,Married,Mixed,United States,25,4,2021-02-03,98067.4
2628,Alexander Mitchell,44,Male,Widowed,Black,United States,29,5,2023-07-06,83958.07
2629,Wendy Sims,27,Female,Divorced,Asian,Japan,22,4,2018-07-21,61139.12
2630,Maurice Thompson,38,Male,Single,Mixed,Germany,39,6,2021-07-23,60410.14
2631,Melissa Cole,23,Female,Other,Mixed,Germany,26,5,2021-12-20,75931.51
2632,Raven Williams,24,Female,Widowed,Other,United States,41,7,2021-01-02,79263.7
2633,Ashley Young,50,Female,Separated,Black,Brazil,39,6,2023-04-24,73945.85
2634,John Cantrell,44,Male,Single,Native American,Singapore,3,1,2024-05-15,76226.17
2635,Sean Walker,32,Male,Prefer not to say,Other,India,46,8,2017-10-16,103999.15
2636,Kyle White,28,Male,Single,Hispanic,France,27,5,2019-01-31,91430.86
2637,Adam Espinoza,27,Male,Prefer not to say,Native American,Germany,21,4,2019-06-01,73812.71
2638,Eric Atkins,60,Male,Other,White,Australia,42,7,2021-07-08,88826.21
2639,Taylor Mendez,31,Female,Widowed,Mixed,Australia,46,8,2024-09-13,49349.52
2640,Jacob Olsen,46,Male,Separated,Other,France,43,7,2023-09-12,77958.54
2641,Danny Howard,33,Male,Prefer not to say,Other,Japan,5,1,2021-01-27,106186.13
2642,Charles Smith,38,Male,Single,Black,Brazil,47,8,2024-12-24,65639.08
2643,Ronald Underwood,59,Male,Married,Mixed,Japan,18,3,2025-02-19,53047.32
2644,Pamela Meyer,21,Female,Divorced,Asian,Japan,12,2,2021-10-01,56958.22
2645,Rebecca Wilson,42,Female,Separated,Native American,New Zealand,8,2,2021-08-14,48207.34
2646,Michael Guerrero,50,Male,Single,White,Singapore,37,6,2023-07-07,54304.76
2647,Evan Brown,26,Male,Married,Asian,Spain,12,2,2020-06-14,62589.84
2648,Aaron Hoover,31,Male,Prefer not to say,White,Canada,50,8,2019-05-05,41888.66
2649,Diana Hughes,26,Female,Other,Black,Germany,30,5,2021-01-19,70312.37
2650,Alec Vaughn,29,Male,Divorced,White,Nigeria,48,8,2020-12-10,88045.54
2651,Crystal Williams,38,Female,Married,Native American,Australia,12,2,2022-01-04,51844.88
2652,Danielle Martinez,33,Female,Divorced,Black,India,15,3,2019-06-05,100385.68
2653,Alexandria Reed,49,Female,Divorced,White,Brazil,17,3,2021-09-01,80215.84
2654,Elizabeth Bryant,44,Female,Divorced,Other,France,38,6,2021-01-21,90611.61
2655,Christine Robinson,31,Female,Single,Other,Spain,41,7,2024-09-05,56843.31
2656,Jessica Dixon,55,Female,Widowed,Black,Italy,10,2,2019-02-11,87090.5
2657,Nichole Perez,39,Female,Married,Asian,Italy,23,4,2024-06-17,48161.32
2658,Katherine Howard,53,Female,Prefer not to say,Black,Germany,6,2,2020-02-20,87804.95
2659,Dustin Anderson,37,Male,Single,White,Japan,30,5,2024-03-31,73436.79
2660,Aaron Taylor,29,Male,Separated,Native American,Australia,31,5,2018-04-28,81065.02
2661,Melissa Gallegos,45,Female,Other,Native American,Singapore,37,6,2020-10-28,46488.11
2662,Carl Sandoval,27,Male,Other,Asian,New Zealand,21,4,2019-06-10,52098.6
2663,Gary Lawrence,47,Male,Separated,Asian,Australia,11,2,2024-01-20,81944.56
2664,Thomas Mcdaniel,43,Male,Divorced,Black,Brazil,12,2,2019-02-18,51033.04
2665,Christopher Perez,22,Male,Separated,Other,Spain,49,8,2022-06-09,79264.13
2666,Kimberly Garcia,57,Female,Other,Hispanic,Italy,38,6,2020-09-08,42657.24
2667,Stephanie Williams,36,Female,Divorced,Mixed,Australia,31,5,2021-11-23,86963.48
2668,Rachel Lee,46,Female,Divorced,White,Singapore,31,5,2021-02-21,45349.53
2669,Brian Velez,53,Male,Single,Hispanic,Nigeria,49,8,2019-11-07,81046.0
2670,Brittany Kemp,46,Female,Widowed,White,India,37,6,2022-12-01,82512.62
2671,Michael Ward,59,Male,Other,Native American,Canada,20,4,2021-12-04,56064.56
2672,Joshua Malone,42,Male,Prefer not to say,White,United Kingdom,9,2,2020-12-12,81640.53
2673,Christina Acevedo,30,Female,Prefer not to say,Asian,Brazil,51,8,2023-12-16,75208.85
2674,Sarah Cameron,50,Female,Single,Mixed,India,11,2,2021-09-03,59223.16
2675,Matthew Smith,40,Male,Divorced,White,India,12,2,2024-06-20,49828.91
2676,Christopher Williams,48,Male,Single,Mixed,Canada,14,3,2016-10-13,30747.49
2677,Tony Webster,56,Male,Prefer not to say,Other,Australia,44,7,2022-05-28,76993.0
2678,George Carroll,31,Male,Divorced,White,Brazil,31,5,2015-09-25,38703.94
2679,Angela Lopez,34,Female,Separated,Mixed,Nigeria,45,7,2020-06-27,71906.88
2680,Paige Murphy,36,Female,Prefer not to say,White,Nigeria,46,8,2018-08-09,64731.04
2681,Kenneth Cabrera,29,Male,Separated,Other,Australia,21,4,2019-09-26,83582.86
2682,Jessica Lloyd,48,Female,Widowed,Hispanic,Japan,44,7,2022-02-26,63959.09
2683,Jesse Jimenez,52,Male,Other,Mixed,Spain,23,4,2020-07-24,63411.04
2684,Lawrence White,59,Male,Married,Other,Canada,15,3,2025-06-08,84637.41
2685,Amanda Potts,42,Female,Widowed,Other,United States,24,4,2022-08-19,76701.16
2686,Lisa Heath,35,Female,Married,Hispanic,Canada,5,1,2020-11-26,76323.12
2687,James Lawrence,40,Male,Separated,White,Australia,14,3,2021-10-30,79385.35
2688,Kelly Hines,32,Female,Separated,Black,Germany,42,7,2020-01-04,39288.56
2689,Gina Lamb,51,Female,Single,Asian,Nigeria,25,4,2021-10-15,85135.77
2690,Richard Marshall,46,Male,Other,Native American,New Zealand,11,2,2018-07-02,82249.38
2691,Brett Shelton,26,Male,Divorced,Mixed,Italy,30,5,2021-09-24,49666.34
2692,Juan Bass,46,Male,Prefer not to say,Other,United States,42,7,2016-10-22,65118.39
2693,Steven Armstrong,29,Male,Widowed,Native American,Nigeria,21,4,2020-06-28,69213.85
2694,Andrea Brown,52,Female,Other,Mixed,Nigeria,1,1,2023-07-22,67310.06
2695,Cindy Arnold,24,Female,Divorced,Hispanic,Germany,50,8,2021-11-24,76677.2
2696,Wayne Walker,49,Male,Widowed,Asian,South Korea,39,6,2024-11-09,98627.34
2697,Nicole Johnson,42,Female,Prefer not to say,Native American,Australia,46,8,2016-04-12,91635.33
2698,Carlos Velasquez,32,Male,Separated,Native American,South Korea,51,8,2022-08-13,43755.62
2699,Jordan Beard,26,Female,Married,White,Australia,44,7,2019-09-09,82441.4
2700,Catherine Boyd,53,Female,Prefer not to say,Native American,Italy,13,3,2022-04-24,96578.67
2701,Pamela Davis,24,Female,Separated,Asian,United States,28,5,2023-02-26,77736.17
2702,David Friedman,50,Male,Divorced,White,Singapore,32,5,2023-12-16,91819.61
2703,Brittany Conrad,48,Female,Divorced,Mixed,Germany,17,3,2024-02-02,110245.41
2704,Joseph York,38,Male,Married,Asian,Australia,35,6,2020-12-30,90474.19
2705,Kathy West,49,Female,Divorced,Asian,France,2,1,2016-12-22,74986.17
2706,Juan Roberts,28,Male,Divorced,Mixed,United States,39,6,2019-08-29,90901.77
2707,Ana Murphy,32,Female,Single,Native American,United Kingdom,16,3,2016-04-14,72897.76
2708,Ronald Schwartz,30,Male,Other,Hispanic,Nigeria,47,8,2019-08-13,70478.06
2709,Michelle Rivera,50,Female,Other,Native American,Canada,23,4,2019-08-19,62971.72
2710,Molly Spencer,25,Female,Divorced,Asian,United States,3,1,2019-03-23,101268.27
2711,Mark Brooks,27,Male,Separated,Native American,Italy,39,6,2023-06-29,53631.43
2712,Paul Scott,40,Male,Separated,Hispanic,United States,22,4,2023-02-18,100647.35
2713,Dalton Pace,37,Male,Other,Mixed,Italy,48,8,2021-04-14,79997.28
2714,Mark Li,28,Male,Prefer not to say,Black,Spain,28,5,2023-09-26,42013.88
2715,Valerie Stevens,60,Female,Widowed,Native American,New Zealand,20,4,2023-09-22,77352.99
2716,Thomas Morgan,24,Male,Divorced,Native American,Brazil,45,7,2021-04-10,30000.0
2717,Raymond Porter,48,Male,Divorced,Mixed,Italy,49,8,2018-06-09,82510.16
2718,Mark Compton,53,Male,Other,White,Spain,18,3,2019-02-12,87704.63
2719,Melissa Mann,39,Female,Divorced,White,Nigeria,12,2,2017-03-23,58152.88
2720,Robert Baxter,47,Male,Other,Black,Germany,2,1,2016-05-01,72470.95
2721,Ann Woodard,59,Female,Prefer not to say,Mixed,Australia,30,5,2018-02-06,109083.15
2722,Kevin Fernandez,35,Male,Single,Mixed,Australia,15,3,2024-02-22,59885.07
2723,David Lucas,60,Male,Divorced,Mixed,Italy,5,1,2017-08-09,48821.85
2724,Jacqueline Gray,47,Female,Other,Native American,Australia,38,6,2018-03-19,99633.27
2725,Christina Clark,56,Female,Single,Asian,Australia,31,5,2020-12-02,109251.74
2726,Carol Reyes,49,Female,Married,Hispanic,New Zealand,23,4,2019-04-28,70073.91
2727,Leah Hamilton,55,Female,Other,Black,France,14,3,2020-01-29,90229.26
2728,Jackie Odonnell,46,Female,Single,Mixed,New Zealand,17,3,2017-04-09,96829.52
2729,Michael Ellis,52,Male,Widowed,Asian,United Kingdom,41,7,2018-10-10,55150.32
2730,Terry Long,54,Male,Divorced,Asian,Germany,48,8,2018-04-02,60293.88
2731,Tina Sanchez,50,Female,Single,Black,Spain,29,5,2024-08-31,94617.49
2732,Scott Johnson,43,Male,Widowed,Hispanic,Nigeria,40,7,2018-02-05,103700.29
2733,Thomas Ortiz,39,Male,Widowed,Mixed,Brazil,49,8,2020-12-21,81257.62
2734,John Bass,55,Male,Married,Hispanic,Spain,25,4,2021-03-04,52403.71
2735,Robert Cummings,46,Male,Married,Black,United Kingdom,7,2,2018-04-11,109741.22
2736,Amy Howe,31,Female,Prefer not to say,Other,Italy,12,2,2019-10-14,59380.58
2737,Michelle Golden,47,Female,Divorced,Other,Canada,36,6,2023-03-15,63297.24
2738,Jacqueline Hicks,38,Female,Divorced,Other,Australia,39,6,2016-09-04,76846.76
2739,Keith Marks,41,Male,Widowed,Native American,Japan,43,7,2018-01-13,101083.21
2740,Lauren Davis,46,Female,Separated,Other,Brazil,15,3,2025-06-09,87079.52
2741,Meagan Sanchez,31,Female,Prefer not to say,Black,Nigeria,29,5,2019-12-11,78297.31
2742,Diane Grant,55,Female,Prefer not to say,Asian,South Korea,1,1,2021-03-12,79265.77
2743,Angela Crawford,32,Female,Other,White,Nigeria,42,7,2024-08-19,70870.29
2744,Carrie Snyder,47,Female,Married,Mixed,United States,27,5,2015-11-05,81162.79
2745,Patrick Robbins,60,Male,Widowed,Native American,United Kingdom,9,2,2019-01-03,30000.0
2746,Jasmine Davis,41,Female,Widowed,Black,India,2,1,2022-10-25,64067.85
2747,Catherine Miller,26,Female,Divorced,White,Italy,44,7,2018-09-07,74826.44
2748,Vanessa Ramsey,53,Female,Prefer not to say,Black,New Zealand,36,6,2022-03-21,46979.72
2749,Juan Ayala,44,Male,Other,Other,Canada,30,5,2023-01-19,77726.47
2750,Dennis Burnett,33,Male,Divorced,Black,Germany,31,5,2019-10-14,65910.58
2751,Carl James,34,Male,Widowed,Hispanic,Brazil,2,1,2024-04-22,105109.51
2752,Gary Whitehead,59,Male,Separated,Black,South Korea,44,7,2021-11-14,101460.39
2753,Philip Williams,53,Male,Other,White,South Korea,30,5,2023-12-10,60683.89
2754,Brittany Drake,36,Female,Separated,Mixed,United Kingdom,11,2,2019-09-04,66983.25
2755,Dean Aguilar,23,Male,Other,Mixed,Nigeria,48,8,2023-02-07,68521.05
2756,Yvette Stein,25,Female,Prefer not to say,Hispanic,Germany,25,4,2018-12-16,60966.81
2757,Brian Alexander,59,Male,Other,Native American,Italy,46,8,2020-04-13,73900.5
2758,Thomas Garcia,51,Male,Prefer not to say,Mixed,United States,29,5,2018-12-17,54834.36
2759,Tiffany Martinez,23,Female,Divorced,Hispanic,Italy,26,5,2024-10-12,47387.69
2760,Anne Mcdaniel,28,Female,Single,Black,New Zealand,28,5,2018-08-11,82454.22
2761,Debra Obrien,58,Female,Prefer not to say,Other,United Kingdom,49,8,2016-02-22,82590.59
2762,Johnny West,47,Male,Other,Asian,India,24,4,2015-12-23,53913.68
2763,Keith Moyer,51,Male,Married,Asian,United Kingdom,51,8,2022-09-07,87907.11
2764,Hannah Barnett,25,Female,Separated,Mixed,Brazil,42,7,2022-06-26,57368.45
2765,Randall Davies,37,Male,Divorced,Asian,Italy,49,8,2018-06-24,75063.3
2766,Samantha Blanchard,49,Female,Other,Asian,Spain,22,4,2022-09-25,86406.88
2767,Maria Cook,23,Female,Prefer not to say,Black,India,39,6,2017-04-08,69327.75
2768,Erica Perez,35,Female,Divorced,Native American,Australia,2,1,2024-07-05,79094.82
2769,Debbie Olson,31,Female,Widowed,Mixed,Germany,20,4,2022-01-03,59671.41
2770,Shelly Allen,49,Female,Other,Asian,India,46,8,2024-04-02,66070.67
2771,Robert Richard,59,Male,Divorced,Other,Nigeria,10,2,2017-10-25,65882.81
2772,Yvonne Miller,35,Female,Single,Other,Canada,41,7,2020-10-08,55068.43
2773,Julie Chambers,58,Female,Single,Asian,Australia,10,2,2023-01-26,66464.52
2774,Ashley Foster,60,Female,Married,Asian,France,31,5,2016-01-01,39027.63
2775,Sean Gilbert,53,Male,Divorced,Native American,Australia,38,6,2017-08-13,60176.93
2776,Crystal Gray,31,Female,Prefer not to say,Native American,Brazil,32,5,2021-02-14,64302.49
2777,Jesus Phillips,45,Male,Single,Mixed,United Kingdom,31,5,2016-03-20,64876.4
2778,Laura Powell,40,Female,Married,Black,India,15,3,2022-05-09,65170.05
2779,April Kent,28,Female,Other,Black,Australia,39,6,2020-01-31,68764.72
2780,Cindy Chavez,57,Female,Other,White,New Zealand,30,5,2016-12-07,79588.83
2781,Jose Pugh,33,Male,Divorced,Mixed,United States,48,8,2017-08-21,87490.34
2782,Erin Romero,27,Female,Divorced,Native American,United Kingdom,41,7,2020-07-04,57004.7
2783,Jacqueline Bentley,55,Female,Prefer not to say,Mixed,Japan,36,6,2025-05-23,45935.98
2784,Jason Ramirez,49,Male,Widowed,Native American,Canada,4,1,2024-09-04,49159.11
2785,Robert Castillo,32,Male,Other,Mixed,New Zealand,17,3,2025-03-25,60255.94
2786,Robert Rice,50,Male,Married,White,Spain,15,3,2022-01-25,62961.57
2787,Susan Smith,38,Female,Single,Mixed,Canada,36,6,2020-12-20,54600.08
2788,Dale Hall,54,Male,Divorced,White,Canada,9,2,2019-07-29,44077.67
2789,Charles Hernandez,58,Male,Prefer not to say,Native American,Brazil,16,3,2022-02-18,60877.58
2790,Nicole Gutierrez,55,Female,Prefer not to say,White,Australia,7,2,2016-10-09,73628.53
2791,Gary Golden,51,Male,Single,Hispanic,United Kingdom,13,3,2022-03-19,81900.59
2792,Cindy Day,27,Female,Widowed,Native American,Canada,13,3,2015-10-17,58851.54
2793,Ashley Webster,57,Female,Single,Native American,Nigeria,20,4,2020-07-26,61740.04
2794,Anthony Martinez,49,Male,Prefer not to say,Mixed,Canada,47,8,2016-11-08,51466.03
2795,Kristi George,37,Female,Prefer not to say,Hispanic,Spain,1,1,2016-10-24,69371.22
2796,Melissa Garcia,32,Female,Divorced,Native American,Brazil,32,5,2017-04-01,53031.43
2797,Robin Rogers,40,Female,Divorced,Other,Japan,42,7,2021-07-12,81462.56
2798,Samuel Padilla,38,Male,Other,Native American,Japan,22,4,2016-04-02,34282.67
2799,Veronica Rojas,49,Female,Single,Other,India,41,7,2018-07-29,62807.41
2800,Hannah Weaver,41,Female,Widowed,Hispanic,Brazil,1,1,2019-01-11,76022.15
2801,Fernando Macias,25,Male,Prefer not to say,Hispanic,France,12,2,2020-11-25,73676.69
2802,Kimberly Bennett,49,Female,Divorced,Mixed,France,7,2,2021-03-01,123860.67
2803,Todd Hall,27,Male,Prefer not to say,Black,Canada,13,3,2018-05-31,76996.0
2804,Kelsey Mason,40,Female,Divorced,Other,Japan,33,6,2017-03-03,49918.91
2805,Brenda Thompson,40,Female,Widowed,Black,Spain,7,2,2023-09-29,68090.72
2806,John Sullivan,31,Male,Married,Other,Nigeria,21,4,2019-03-24,34475.07
2807,Philip Williams,60,Male,Other,Black,Australia,11,2,2022-04-01,68388.01
2808,Carla Wilson,59,Female,Prefer not to say,Hispanic,South Korea,42,7,2024-07-22,53338.88
2809,Natalie Hayes,37,Female,Separated,Other,New Zealand,15,3,2023-02-06,88307.81
2810,Joan Robertson,30,Female,Divorced,Asian,Italy,24,4,2017-01-22,59009.19
2811,Heather Rose,41,Female,Separated,Asian,Nigeria,48,8,2016-11-11,67664.68
2812,Jackie Martin,47,Female,Single,Other,Nigeria,49,8,2019-07-12,57288.84
2813,Gregory James,43,Male,Other,Other,India,27,5,2021-01-08,104777.03
2814,Kimberly Jones,38,Female,Single,Other,Italy,50,8,2022-07-19,63575.14
2815,Eric Flynn,37,Male,Divorced,Other,Australia,14,3,2016-04-12,106651.14
2816,Sean Dougherty,48,Male,Prefer not to say,Hispanic,Australia,21,4,2024-08-01,86283.04
2817,Paul Smith,60,Male,Widowed,Hispanic,New Zealand,14,3,2020-07-22,79641.33
2818,Lauren Marsh,25,Female,Married,Black,Australia,7,2,2020-06-26,77374.66
2819,Jody Mayo,58,Female,Separated,White,South Korea,47,8,2015-09-10,77875.95
2820,Michelle King,52,Female,Married,Asian,Spain,45,7,2024-11-11,31446.55
2821,Stephanie Eaton,27,Female,Single,Mixed,Australia,4,1,2020-05-26,64422.33
2822,Susan Lee,44,Female,Separated,Asian,United Kingdom,35,6,2018-04-12,86903.16
2823,Patricia Lowe,25,Female,Divorced,Other,Italy,9,2,2024-11-08,69022.06
2824,Anna Villarreal,30,Female,Widowed,Asian,Spain,10,2,2019-11-09,41896.2
2825,Joseph Scott,26,Male,Separated,Black,Australia,36,6,2018-02-14,68951.91
2826,Kelsey Davis,54,Female,Prefer not to say,Asian,Italy,36,6,2017-02-09,104082.11
2827,Brad Roberts,25,Male,Prefer not to say,Other,Italy,9,2,2024-07-07,94937.83
2828,Amanda Williams,49,Female,Other,Black,India,24,4,2024-08-10,68759.92
2829,Olivia Curry,35,Female,Separated,Asian,Australia,30,5,2023-08-23,89028.99
2830,Ryan Flores,37,Male,Divorced,Native American,Italy,44,7,2022-01-02,62669.86
